BRIN_NR;NAAM_INST;RAPPORTAGEMAAND;PERSOONSGEBONDENNUMMER;ACHTERNAAM;VOORVOEGSEL;ALLE_VOORNAMEN;WOONGEMEENTE;GEBOORTEDATUM;ONDERWIJSCODE;ONDERWIJSNAAM;LEERWEG;DATUM_UITSCHRIJVING;MELDING_VERZUIM_WETTELIJK;REDEN;BRIN;NAAM_INSTELLING;ONDERWIJSAANBIEDERCODE;NAAM_ONDERWIJSAANBIEDER;MELDING_VERZUIM_NIET_WETTELIJK;GEMEENTECODE;RMC_REGIO;REDEN_UITSTROOM;LOCATIECODE;ONDERWIJSLOCATIECODE;POSTCODE_ONDERWIJSLOCATIE;HUISNUMMER_ONDERWIJSLOCATIE;BRIN_VOLGNUMMER;NIVEAU;INSCHRIJVINGSVOLGNUMMER;STRAAT;HUISNUMMER;HUISLETTER;HUISNUMMER_TOEVOEGING;HUISNUMMER_AANDUIDING;ADRES_LOCATIE;POSTCODE;WOONPLAATS;VANAF_WANNEER
27GZ;ROC Mondriaan;202211;637805589;Grijzen;van;Eman;DELFT;20-08-2003;25688;Mbo- Verpleegkunde;BBL;;J;;27GZ;ROC Mondriaan;100A176;School voor Horeca & Facilitaire dienstverlening;N;565;REGIO 28;;;100X753;2544ED;6;;Mbo2 opleidingen;2;Bekerstraat;29.0;;;;;2562XS;GOUDA;202211
27GZ;ROC Mondriaan;202211;202153777;Ferdinand;;Salah;'S-GRAVENHAGE;30-04-2005;25648;Persoonlijk begeleider maatschappelijke zorg;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Gezondheidszorg Den Haag;N;551;REGIO 28;;;100X746;2544AH;6;;Mbo2 opleidingen;1;Multatuliweg;25.0;;;;;2625SL;KATWIJK ZH;202211
27GZ;ROC Mondriaan;202211;237141480;Boerjan;van der;Chaima;'S-GRAVENHAGE;28-06-2002;25715;Persoonlijk begeleider maatschappelijke zorg;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Horeca & Facilitaire dienstverlening;N;34;REGIO 28;;;100X746;2332AA;12;;Mbo3 opleidingen;1;Fregatsingel;118.0;;;;;2543CB;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;648447377;Oukhattou;van der;Lara;SCHIEDAM;02-10-2001;25262;Mbo- Verpleegkunde;;;J;;27GZ;ROC Mondriaan;100A176;School voor Horeca & Facilitaire dienstverlening;N;356;REGIO 28;;;100X750;2512ER;138;;HAVO/VWO bovenbouw;A1;Talmastraat;48.0;;;;;2465BG;LEIDSCHENDAM;202211
27GZ;ROC Mondriaan;202211;382873977;Nabi;;Yordi;ZOETERMEER;30-08-2002;25579;Schoonheidsverzorging;BOL;;J;;27GZ;ROC Mondriaan;100A174;School voor Metaal-, Elektro- en installatietechniek;N;1625;REGIO 28;;;100X758;2544ED;66;;Mbo3 opleidingen;1;Kerklaan;170.0;;;;;2524CW;'s-Gravenhage;202211
27GZ;ROC Mondriaan;202211;592580961;Bayram;;Nikita Wilhelmina Catharina;'S-GRAVENHAGE;07-02-2004;25275;Technicus engineering;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Pedagogische en Sociale beroepen;N;496;REGIO 28;;;100X752;2544ED;16;;Mbo3 opleidingen;1;Hertzogstraat;19.0;;;;;2805KH;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;738349599;Hadioui;van;Angely June;ZOETERWOUDE;27-12-2001;25682;Sociaal werker;EX;;J;;27GZ;ROC Mondriaan;100A182;School voor Zorg en Welzijn Leiden;N;1592;REGIO 28;;;100X758;2493WN;18;;Mbo2 opleidingen;8;Hoogkamerlaan;228.0;;;;;;KATWIJK ZH;202211
27GZ;ROC Mondriaan;202211;925031700;Hussein;;Peter Alex Bastiaan Raymond;'S-GRAVENHAGE;09-07-2004;25713;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A184;School voor Business support;N;1308;REGIO 28;;;100X755;2595GA;15;;HAVO/VWO bovenbouw;1;Hildebrandstraat;24.0;;;;;2542CC;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;706979238;Vriens;El;Sverre Cobi Gert Jan;RIJSWIJK;17-07-2001;6359;Assistant Business Services;BOL;;J;;27GZ;ROC Mondriaan;100A190;Beauty, Hair & Fashion;N;1799;REGIO 28;;;100X756;2493WN;8;;Mbo2 opleidingen;2;Naaldwijkseweg;263.0;A;;I;;2743JC;VOORSCHOTEN;202211
27GZ;ROC Mondriaan;202211;861725084;Halaf;van;Beau;BODEGRAVEN-REEUWIJK;21-09-2005;25764;Basismedewerker fashion;;;J;;27GZ;ROC Mondriaan;100A177;School voor Business support;N;502;REGIO 28;;;100X754;2521DB;17;;Mbo4 opleidingen;1;Ravensbergseweg;18.0;;;;;2563RK;DELFT;202211
27GZ;ROC Mondriaan;202211;353750035;Nafawa;Ter;Melody Cornelia Johanna;WASSENAAR;31-01-2002;25624;Servicemedewerker gebouwen;BOL;;J;;27GZ;ROC Mondriaan;100A177;International Hotel and Management School;N;507;REGIO 26;;;100X750;2612CA;9;;Mbo4 opleidingen;A1;Pasgeldtstraat;382.0;;;;;2264VV;BERGSCHENHOEK;202211
27GZ;ROC Mondriaan;202211;378940973;Speekenbrink;;Jip;RIJSWIJK;11-01-2005;25709;Musicalperformer;BOL;;J;;27GZ;ROC Mondriaan;100A174;VAVO Haaglanden;N;557;REGIO 28;;;100X753;2521DB;15;;Mbo3 opleidingen;2;Zilvermeeuwlaan;27.0;;;;;2497WE;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;331867267;Hulsbos;;Oumayma;ZOETERMEER;05-12-2002;5121;Aankomend medewerker grondoptreden;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Orde & Veiligheid;N;1828;REGIO 28;;;100X758;2595GA;128;;Mbo4 opleidingen;8;Tsarenhof;125.0;A;;;;2552NB;NOORDWIJKERHOUT;202211
27GZ;ROC Mondriaan;202211;559246712;Akker;;Marijah;MAASSLUIS;06-11-2002;25233;Middenkader bouw en infra;BOL;;J;;27GZ;ROC Mondriaan;100A174;International Hotel and Management School;N;1745;REGIO 28;;;100X757;2595GA;136;;Mbo4 opleidingen;A1;Retiefstraat;133.0;;;;;3119BD;SCHIEDAM;202211
27GZ;ROC Mondriaan;202211;244296901;Akachar;ter;Juan Bernardo;RIJSWIJK;08-11-2004;23161;Beveiliger 3;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Maatschappelijke zorg en Verzorgende;N;591;REGIO 28;;;100X755;2521DB;1;;Mbo4 opleidingen;1;Jan Luykenlaan;138.0;;;1;;2661LD;DEN HOORN ZH;202211
27GZ;ROC Mondriaan;202211;201831760;Nijman;;Dejenne Dershenie;ZOETERMEER;02-03-2006;25320;Juridisch-administratief dienstverlener;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Lifestyle, Sport en Bewegen;N;497;REGIO 28;;;100X746;2612CA;44;;Mbo4 opleidingen;1;Beukelsweg;129.0;;;;;2541TV;DELFT;202211
27GZ;ROC Mondriaan;202211;547214050;Zwijger;;Mark Wouter;'S-GRAVENHAGE;31-03-2002;25602;Kapper;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Metaal-, Elektro- en installatietechniek;N;488;REGIO 28;;;100X755;2512ER;16;;Mbo4 opleidingen;1;Jacob Catsstraat;521.0;;;;;2643LW;NOOTDORP;202211
27GZ;ROC Mondriaan;202211;480480794;Lebaniyah Jedda;;Jennifer Ester;'S-GRAVENHAGE;04-03-2001;25594;Assistent horeca, voeding of voedingsindustrie;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Economie en Juridische beroepen;N;508;REGIO 28;;;100X749;2521DB;18;;Mbo4 opleidingen;A3;Van Aalstlaan;122.0;B;;22;;3155TR;Best;202211
27GZ;ROC Mondriaan;202211;950037543;Aleksiev;;Safith Rithik Jagdies;MIDDEN-DELFLAND;19-11-1999;25225;Begeleider maatschappelijke zorg;BOL;;J;;27GZ;ROC Mondriaan;100A184;School voor Technologie en Engineering;N;588;REGIO 26;;;111X981;2612CA;331;;Mbo4 opleidingen;7;Waldeck Pyrmontkade;198.0;;;;;2517KW;BODEGRAVEN;202211
27GZ;ROC Mondriaan;202211;777010324;Sobczyk;;Sinem;DELFT;05-11-2002;25592;Persoonlijk begeleider specifieke doelgroepen;BOL;;J;;27GZ;ROC Mondriaan;100A189;Beauty, Hair & Fashion;N;555;REGIO 28;;;100X754;2595GA;25;;Mbo4 opleidingen;1;Juweellaan;87.0;E;;;;2583TV;RIJSWIJK ZH;202211
27GZ;ROC Mondriaan;202211;983966792;Mulbarak Abdulla Hassan;;Kimberly Elly;'S-GRAVENHAGE;08-05-2003;25249;Monteur elektrotechnische installaties;BOL;;J;;27GZ;ROC Mondriaan;100A172;VAVO Haaglanden;N;1716;REGIO 28;;;100X747;2595GA;5;;Mbo4 opleidingen;2;Noordpolderkade;120.0;;;;;2526HE;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;436864355;Wolf;;Veronika Atanasova;'S-GRAVENHAGE;29-03-2004;25606;Fashion Designer;BBL;;J;;27GZ;ROC Mondriaan;100A176;School voor Zorg en Welzijn Den Haag;N;1803;REGIO 26;;;100X750;2612CA;45;;Mbo4 opleidingen;3;Romehof;87.0;;;;;2151RE;LEIDEN;202211
27GZ;ROC Mondriaan;202211;287053714;Hartman;;Ruben;RIJSWIJK;24-09-2003;25248;Monteur mechatronica;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Lifestyle, Sport en Bewegen;N;1680;REGIO 29;;;100X753;2595GA;17;;Mbo4 opleidingen;2;Alexanderstraat;18.0;;;;;2531AT;VOORBURG;202211
27GZ;ROC Mondriaan;202211;608757776;Blancheville;;Sofia Alekseevna;'S-GRAVENHAGE;05-02-2005;25318;Helpende Zorg en Welzijn;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Entreeopleidingen;N;1719;REGIO 28;;;100X758;2612CA;1;;Mbo4 opleidingen;1;Withuysstraat;17.0;;;;;2295PJ;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;629970826;Moradi Ghahdrijani;;Chourouk;DELFT;30-01-2006;25737;Aankomend medewerker grondoptreden;BBL;;J;;27GZ;ROC Mondriaan;101A783;School voor Horeca & Facilitaire dienstverlening;N;1714;REGIO 28;;;100X746;2595GA;6;;Mbo4 opleidingen;1;Renbaanstraat;20.0;;;;;2592VR;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;267677538;Heuvel;van;Tom;KATWIJK;22-08-2004;25198;Assistent horeca, voeding of voedingsindustrie;BBL;;J;;27GZ;ROC Mondriaan;100A195;School voor Orde & Veiligheid;N;586;REGIO 28;;;100X755;2595GA;7;;Mbo4 opleidingen;1;Reitzstraat;135.0;;;;;2353VX;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;759478984;Bechan;El;Arie;'S-GRAVENHAGE;19-05-2005;25280;Helpende Zorg en Welzijn;BOL;;J;;27GZ;ROC Mondriaan;100A173;International Hotel and Management School;N;1777;REGIO 28;;;100X758;2595GA;69;;Mbo4 opleidingen;1;Architect v Lieflandstr;261.0;;;;;2671CR;LEIDEN;202211
27GZ;ROC Mondriaan;202211;746532587;Akker;;Eyüp;'S-GRAVENHAGE;04-09-2000;25370;Office & Management Support Specialist;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Zorg en Welzijn Leiden;N;1375;REGIO 28;;;100X747;2595GA;7;;Mbo4 opleidingen;2;Sionsstraat;117.0;;;;;2544KW;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;196333789;Lange;;Daan;'S-GRAVENHAGE;31-10-2001;25602;Juridisch-administratief dienstverlener;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Bouw en Infra;N;1754;REGIO 28;;;100X746;2595GA;17;;Mbo4 opleidingen;1;Waterlelie;21.0;;;;;2531HD;DELFT;202211
27GZ;ROC Mondriaan;202211;409644326;Ceesay;;Rosalie Hildegard;WESTLAND;10-01-2005;25271;Pedagogisch medewerker kinderopvang;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Zorg en Welzijn Leiden;N;491;REGIO 28;;;100X755;2493WN;42;;Mbo3 opleidingen;2;;112.0;;;;;2641JL;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;558044141;Schamper;;Eva;'S-GRAVENHAGE;24-03-2001;25748;Constructiewerker;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Economie en Juridische beroepen;N;558;REGIO 28;;;100X747;2595GA;6;;Mbo3 opleidingen;1;Buinerveenstraat;298.0;;;;;2285DA;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;129099869;Adiam Kubrom Bizen;van;Jaïr Christopher Charles;'S-GRAVENHAGE;02-04-2005;25598;Vavo Havo Zonder Profiel;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Retail en Logistiek Delft;N;494;REGIO 28;;;100X747;2672ZX;7;;Mbo3 opleidingen;1;De la Reyweg;18.0;A;;;;2624XV;BERKEL EN RODENRIJS;202211
27GZ;ROC Mondriaan;202212;574385036;Cristea;El;Rick Jacob Willem;RIDDERKERK;25-09-2002;23212;Fashion Product Coordinator;BBL;;J;;27GZ;ROC Mondriaan;100A178;Beauty, Hair & Fashion;N;326;REGIO 27;;;100X753;2512ER;8;;Mbo2 opleidingen;3;Miquelstraat;350.0;;;;;2627AK;Voorburg;202212
27GZ;ROC Mondriaan;202212;698530928;Beerenfenger;;Wouter;'S-GRAVENHAGE;26-02-2004;25343;Sociaal werker;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Orde & Veiligheid;N;1683;REGIO 28;;;100X746;2544ED;7;;Mbo2 opleidingen;1;Sieraadlaan;422.0;;;;;2545TA;DELFT;202212
27GZ;ROC Mondriaan;202212;102144007;Heijden;;Yasmina;'S-GRAVENHAGE;13-07-2003;25715;Technisch Specialist Personenauto's;BOL;;J;;27GZ;ROC Mondriaan;100A181;School voor Business support;N;1713;REGIO 28;;;100X751;2521DB;7;;Mbo4 opleidingen;1;Hoefkade;21.0;;;;;2498CJ;ROTTERDAM;202212
27GZ;ROC Mondriaan;202212;128577871;Zuiderwijk;;Rosanne Francel;'S-GRAVENHAGE;07-03-2003;25195;Helpende Zorg en Welzijn;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Pedagogische en Sociale beroepen;N;489;REGIO 28;;;100X747;2493WN;6;;Mbo4 opleidingen;1;Fruitweg;17.0;;;;;2613WH;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;349446793;Imrak;;Martijn;WESTLAND;01-01-2003;25172;Vavo Havo Zonder Profiel;BOL;;J;;27GZ;ROC Mondriaan;100A189;School voor ICT;N;495;REGIO 28;;;100X756;2544ED;1;;Mbo4 opleidingen;1;Erasmusplein;120.0;;;;;3142LT;DELFT;202212
27GZ;ROC Mondriaan;202212;684547936;Vaate;;Sanjana Ishika;HILLEGOM;18-02-2003;25237;Mbo- Verpleegkunde;BBL;;J;;27GZ;ROC Mondriaan;101A783;School voor Retail en Logistiek Delft;N;555;REGIO 28;;;100X755;2595GA;1;;Mbo4 opleidingen;1;Stephensonstraat;17.0;;;;;3328CK;DELFT;202212
27GZ;ROC Mondriaan;202212;770214928;Stroom;;Daantje;ALPHEN AAN DEN RIJN;14-01-2005;25272;Apothekersassistent;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Zorg en Welzijn Den Haag;N;478;REGIO 28;;;100X746;2544AH;6;;Mbo2 opleidingen;1;Moerweg;221.0;;;;;2512AN;LEIDERDORP;202212
27GZ;ROC Mondriaan;202212;461338631;Moorman;;Rick;'S-GRAVENHAGE;11-07-2004;25271;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A189;Beauty, Hair & Fashion;N;491;REGIO 28;;;100X755;2544ED;6;;Mbo4 opleidingen;1;Multatulistraat;148.0;;;;;3451DJ;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;874219803;Addouiri;de;Kimberly;WOERDEN;26-05-2002;23017;Allround Assistant Business Services;BOL;;J;;27GZ;ROC Mondriaan;100A178;BAS;N;624;REGIO 26;;;100X749;2544ED;8;;Mbo3 opleidingen;4;Kamilleveld;206.0;;;;;2496VM;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;329543478;Adiam Kubrom Bizen;Ter;Chanayda;DELFT;05-12-2002;5121;Financieel administratieve beroepen;BOL;;J;;27GZ;ROC Mondriaan;100A176;VAVO Haaglanden;N;1764;REGIO 28;;;100X750;2612CA;45;;Mbo4 opleidingen;1;Strijplaan;84.0;;;;;2512ST;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;780435643;Groen;van;Nick;ROTTERDAM;26-07-2005;25587;Retailspecialist;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Zorg en Welzijn Westland;N;488;REGIO 28;;;100X754;2521DB;7;;Mbo4 opleidingen;2;Aart van der Leeuwlaan;43.0;B;;;;2221KW;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;650883553;Oudshoorn;;Iris Sadie;ALPHEN AAN DEN RIJN;26-09-2005;25339;Leidinggevende travel & hospitality;BOL;;J;;27GZ;ROC Mondriaan;100A179;School voor Business support;N;1815;REGIO 28;;;100X757;2595GA;1;;Mbo2 opleidingen;3;Landrestraat;875.0;;;;;2493CV;HILLEGOM;202212
27GZ;ROC Mondriaan;202212;410432495;Polanco Santana;;Mano Ton Gerard;ROTTERDAM;23-11-2004;25358;Beveiliger 2;BOL;;J;;27GZ;ROC Mondriaan;100A181;VAVO Haaglanden;N;495;REGIO 28;;;100X747;2544AH;1;;Mbo1 opleidingen;2;Cannenburglaan;19.0;;;;;2661KL;;202212
27GZ;ROC Mondriaan;202212;824997350;Adiam Kubrom Bizen;El;Lilly;'S-GRAVENHAGE;05-04-2004;25294;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A188;School voor Horeca & Facilitaire dienstverlening;N;1482;REGIO 28;;;100X755;2521DB;43;;Mbo4 opleidingen;1;Schoolstraat;122.0;;;;;2283CE;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;841218975;Homan;;Maureen Eleonora;'S-GRAVENHAGE;17-01-2004;25252;Vavo Havo Nieuw Profiel Cultuur en Maatschappij;BOL;;J;;27GZ;ROC Mondriaan;100A187;VAVO Haaglanden;N;547;REGIO 28;;;100X747;2612CA;6;;Mbo4 opleidingen;1;Buenos Aireshof;226.0;;;;;2511VL;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;101127164;Meer;;Terence Joey;'S-GRAVENHAGE;18-09-2004;25343;Begeleider specifieke doelgroepen;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Bouw en Infra;N;493;REGIO 28;;;100X747;2612CA;15;;Mbo2 opleidingen;1;Zomereik;28.0;;;;;2522RJ;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;534121536;Mohammed;;Jonathan Rudolf Derk;'S-GRAVENHAGE;12-09-2003;25261;Monteur werktuigkundige installaties;BOL;;J;;27GZ;ROC Mondriaan;100A186;School voor ICT;N;496;REGIO 28;;;100X755;2544ED;7;;Mbo2 opleidingen;1;Steurendaal;899.0;;;;;2541CR;'s-Gravenhage;202212
27GZ;ROC Mondriaan;202212;516077791;Grieken;;Gianerra Shaniqua;ZOETERMEER;21-08-2004;25708;Vavo Havo Nieuw Profiel Cultuur en Maatschappij;BOL;;J;;27GZ;ROC Mondriaan;100A174;Beauty, Hair & Fashion;N;495;REGIO 25;;;100X758;2544ED;1;;Mbo4 opleidingen;1;Aalbessenlaan;21.0;;;;;2282LG;BERKEL EN RODENRIJS;202212
27GZ;ROC Mondriaan;202212;249452053;Williams;van;Elif;PIJNACKER-NOOTDORP;14-08-2006;25304;Assistent dienstverlening en zorg;;;J;;27GZ;ROC Mondriaan;100A176;School voor Retail en Logistiek Delft;N;614;REGIO 28;;;100X750;2493WN;9;;Mbo1 opleidingen;1;Pieter de Voisstraat;53.0;A;;;;2526HV;ZOETERMEER;202212
27GZ;ROC Mondriaan;202212;434471677;Mulbarak Abdulla Hassan;;Stylianos;'S-GRAVENHAGE;22-09-2003;25315;Medewerker evenementenorganisatie;BOL;;J;;27GZ;ROC Mondriaan;100A175;School voor Maatschappelijke zorg en Verzorgende;N;1707;REGIO 28;;;100X746;2595GA;7;;Mbo4 opleidingen;1;Alferbos;127.0;;;;;2672DK;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;990857085;Al-Sufyani;van;Lorraine Robine Tonya Ricky;'S-GRAVENHAGE;05-11-1999;25290;Musicalperformer;BOL;;J;;27GZ;ROC Mondriaan;100A191;Beauty, Hair & Fashion;N;1745;REGIO 28;;;100X758;2544ED;17;;Mbo4 opleidingen;1;Nocturnestraat;360.0;;;;;2492TD;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;269027652;Baarle;van;Joey Corné;'S-GRAVENHAGE;31-08-2005;25562;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;100A198;School voor Horeca & Facilitaire dienstverlening;N;485;REGIO 28;;;100X746;2595GA;5;;Mbo4 opleidingen;1;Schoolstraat;13.0;;;;;2548NW;NAALDWIJK;202212
27GZ;ROC Mondriaan;202212;811669341;Lagadeau;;Mohaamad;ROTTERDAM;30-03-2001;23132;Logistiek teamleider;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Retail en Logistiek Delft;N;1804;REGIO 27;;;100X753;2612CA;9;;Mbo2 opleidingen;1;Rietveen;275.0;;;;;2518VP;POELDIJK;202212
27GZ;ROC Mondriaan;202212;536183595;Garieb;Le;Rabia Melisa;HAARLEM;09-04-2006;25669;Monteur elektrotechnische installaties;EX;;J;;27GZ;ROC Mondriaan;100A196;School voor Retail en Logistiek Delft;N;1791;REGIO 28;;;100X757;2512ER;69;;Mbo4 opleidingen;3;Dr. H.E. van Geldererf;137.0;;;;;2561VR;DALERPEEL;202212
27GZ;ROC Mondriaan;202212;175709940;Duijnisveld;;Mcwilliams Awortwi;ZOETERMEER;25-09-2001;25256;Schoonheidsverzorging;BBL;;J;;27GZ;ROC Mondriaan;100A187;International Hotel and Management School;N;563;REGIO 29;;;100X753;2493WN;6;;HAVO/VWO bovenbouw;2;Petronella Voûtestraat;116.0;;;;;2532CM;WATERINGEN;202212
27GZ;ROC Mondriaan;202212;730223779;Aydin;;Valérie Anna;LEIDSCHENDAM-VOORBURG;30-09-2000;5876;Middenkaderfunctionaris Infra;BOL;;J;;27GZ;ROC Mondriaan;100A182;School voor Metaal-, Elektro- en installatietechniek;N;503;REGIO 28;;;100X755;2544ED;45;;Mbo4 opleidingen;1;Staringkade;20.0;;;;;3119NH;NOORDWIJKERHOUT;202212
27GZ;ROC Mondriaan;202212;459089722;Bici;El;Bram Ibrahim Arie;ROTTERDAM;18-03-2000;25658;Verzorgende-IG;BOL;;J;;27GZ;ROC Mondriaan;100A195;School voor Horeca & Facilitaire dienstverlening;N;497;REGIO 29;;;100X746;2493WN;7;;Mbo4 opleidingen;1;Glansvogellaan;14.0;;;;;2523GA;VLAARDINGEN;202212
27GZ;ROC Mondriaan;202212;183594896;Marengo;;Siara Afra;RIJSWIJK;14-09-2002;25338;Allround medewerker mode/maatkleding;BOL;;J;;27GZ;ROC Mondriaan;100A172;International Hotel and Management School;N;1787;REGIO 28;;;100X752;2544ED;9;;Mbo2 opleidingen;A2;Jan Bootlaan;128.0;;;;;2231MX;WATERINGEN;202212
27GZ;ROC Mondriaan;202212;191342361;Elvilia;van;Larissa;VLAARDINGEN;10-07-2000;25204;Retailmedewerker;BOL;;J;;27GZ;ROC Mondriaan;100A176;School voor Zorg en Welzijn Westland;N;589;REGIO 29;;;100X747;2521DB;17;;HAVO/VWO bovenbouw;A1;Kuinrestraat;14.0;A;;;;;VOORBURG;202212
27GZ;ROC Mondriaan;202212;285810538;Heydari;;Anouk;ZOETERMEER;19-07-2003;25656;Management assistant;BOL;;J;;27GZ;ROC Mondriaan;100A182;School voor Zorg en Welzijn Den Haag;N;488;REGIO 28;;;100X754;2521DB;5;;HAVO/VWO bovenbouw;1;Hertzogstraat;101.0;;;;;2553GV;BERKEL EN RODENRIJS;202212
27GZ;ROC Mondriaan;202212;204535983;Govers;;Sameer;ZOETERMEER;22-01-2003;25309;Musicalperformer;BOL;;J;;27GZ;ROC Mondriaan;100A177;VAVO Haaglanden;N;473;REGIO 28;;;100X758;2612CA;13;;Mbo4 opleidingen;1;Reghthuysplein;;;;;;2631NP;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;247219562;Leeuw;;Vigo Max;'S-GRAVENHAGE;02-09-2004;25209;Assistent mobiliteitsbranche;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Autotechniek en Mobiliteit;N;488;REGIO 28;;;100X747;2521DB;6;;Mbo4 opleidingen;1;;25.0;;;;;2581XD;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;216454808;Hoek;;Rosanne Francel;'S-GRAVENHAGE;01-05-2005;25305;Vavo Havo Nieuw Profiel Economie en Maatschappij;BOL;;J;;27GZ;ROC Mondriaan;100A196;Beauty, Hair & Fashion;N;557;REGIO 29;;;100X755;2521DB;16;;Mbo3 opleidingen;1;Bosweg;22.0;B;;;;2525RN;HONSELERSDIJK;202212
27GZ;ROC Mondriaan;202212;597632119;Maaree;ter;Sanne;NISSEWAARD;17-12-2005;23208;Allround vakkracht onderhoud- en klussenbedrijf;BBL;;J;;27GZ;ROC Mondriaan;100A186;School voor Autotechniek en Mobiliteit;N;1793;REGIO 28;;;100X747;2544AH;9;;Mbo4 opleidingen;A1;Okerhof;221.0;;;;;2564PN;CAPELLE AAN DEN IJSSEL;202212
27GZ;ROC Mondriaan;202212;386839632;Vrolijk;;Chiel;ZOETERMEER;27-02-2003;25665;Business Administration & Control Specialist;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Business support;N;557;REGIO 28;;;100X755;2595GA;6;;Mbo4 opleidingen;1;;128.0;;;;;2665DV;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;111922361;Andringa;;Jaimy;'S-GRAVENHAGE;13-08-2004;25290;Technicus engineering;BOL;;J;;27GZ;ROC Mondriaan;100A180;School voor Lifestyle, Sport en Bewegen;N;1640;REGIO 28;;;100X746;2491BE;15;;Mbo4 opleidingen;2;Vermeulenlaan;139.0;;;;;3039LK;WATERINGEN;202212
27GZ;ROC Mondriaan;202212;542005469;Jharap;;Chahida;ARNHEM;04-07-2005;25287;Helpende Zorg en Welzijn;BOL;;J;;27GZ;ROC Mondriaan;100A195;VAVO Haaglanden;N;567;REGIO 28;;;100X747;2493WN;7;;Mbo4 opleidingen;3;Kastanjeplein;95.0;;;;;2628VK;ZOETERMEER;202212
27GZ;ROC Mondriaan;202212;239080197;Nuamah;;Aykan;'S-GRAVENHAGE;04-11-2002;25116;Assistent horeca, voeding of voedingsindustrie;BBL;;J;;27GZ;ROC Mondriaan;100A178;School voor Zorg en Welzijn Delft;N;498;REGIO 28;;;100X753;2544ED;16;;Mbo4 opleidingen;1;Boulevard;22.0;;;;;2642ZW;Zoetermeer;202212
27GZ;ROC Mondriaan;202212;717514814;Zonneveld;;Megan Francis;'S-GRAVENHAGE;18-01-2005;25656;Fashion Designer;BOL;;J;;27GZ;ROC Mondriaan;100A181;Beauty, Hair & Fashion;N;1690;REGIO 28;;;100X755;2672ZX;1;;Mbo4 opleidingen;2;Hendrik van Randwijkstr;270.0;;;;;2324HS;RIJSWIJK ZH;202212
