#BURGERSERVICENUMMER;ONDERWIJSNUMMER;GEBOORTEDATUM;GESLACHT;ACHTERNAAM;VOORVOEGSEL;VOORNAMEN;POSTCODE_CIJFERS;RMC_REGIO;RMC_REGIO_NAAM;GEMCODE;GEMEENTENAAM;BRIN;BRIN_VOLGNR;BRIN_VEST_NAAM;NIVEAU;ONDERWIJSSOORT;CREBO;CREBO_OMSCHRIJVING;ONDERWIJSAANBIEDER_CODE;ONDERWIJSAANBIEDER_NAAM;ONDERWIJSLOCATIE_CODE;ONDERWIJSLOCATIE_STRAATNAAM;ONDERWIJSLOCATIE_HUISNUMMER;ONDERWIJSLOCATIE_HUISNUMMER_TOEVOEGING;ONDERWIJSLOCATIE_POSTCODE;ONDERWIJSLOCATIE_PLAATSNAAM
459800768;459800768;05-11-2002;V;Wensveen;de;Youssra;2642;REGIO 28;;502;ZOETERMEER;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25647;Verzorgende-IG;100A187;VAVO Haaglanden;;Wingerdpark;878.0;;2642KM;WOUBRUGGE
948601023;948601023;13-10-2002;M;Boutahri;El;Demi;3151;REGIO 28;;582;ZUIDPLAS;27GZ;27GZ;;Mbo3 opleidingen;BBL;25671;Assistent logistiek;100A176;School voor Technologie en Engineering;;Derde Werelddreef;65.0;;3151CW;ROTTERDAM
223576261;223576261;30-04-2005;V;Kiliç;;Jessica;2162;REGIO 28;;1651;ALPHEN AAN DEN RIJN;27GZ;27GZ;;Mbo3 opleidingen;BOL;25393;Software developer;100A173;School voor Toerisme en Recreatie;;Wolweversgaarde;23.0;;2162GK;'S-GRAVENHAGE
929824966;929824966;27-05-2006;M;Geurts;;Jip;2221;REGIO 28;;472;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25247;Basis technicus voertuigen en mobiele werktuigen;100A179;VAVO Haaglanden;;;4.0;;2221KZ;'S-GRAVENHAGE
938508487;938508487;10-04-2003;M;Vreugdenhil;;Kasper;2552;REGIO 28;;1702;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25350;Retailmanager;100A182;VAVO Haaglanden;;Debussystraat;124.0;;2552GE;'S-GRAVENHAGE
979206344;979206344;21-09-2003;V;Özdemir;;Delano Luca;2526;REGIO 28;;1360;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25246;Assistant Business Services;100A177;School voor Metaal-, Elektro- en installatietechniek;;'s-Gravenzandelaan;87.0;;2526BK;DELFT
718569664;718569664;01-04-2005;V;Harchaoui;;Kevin Johannes Huibrecht;2584;REGIO 28;;1846;NOORDWIJK;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25647;Mbo- Verpleegkunde;100A175;Beauty, Hair & Fashion;;Reghthuysplein;68.0;;2584BX;'S-GRAVENHAGE
176750789;176750789;24-06-2006;M;Nejma;;Lamyae;2545;REGIO 28;;494;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25178;Manager/ondernemer horeca;100A198;VAVO Haaglanden;;Boomblauwtjelaan;30.0;;2545RD;RIJSWIJK ZH
435388619;435388619;15-05-2000;V;Najma Said Warsame;van;Romaissa;2543;REGIO 25;;576;VALKENBURG AAN DE GEUL;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25214;Coördinator sport- en bewegingsagogie;101A729;School voor Zorg en Welzijn Leiden;;Populierendreef;32.0;;2543RP;WOUBRUGGE
334233805;334233805;22-08-2002;M;Akyüz;;Ayoub;2801;REGIO 28;;494;ZUIDPLAS;27GZ;27GZ;;Mbo4 opleidingen;BOL;25199;Junior stylist;100A178;Beauty, Hair & Fashion;;Coornhertstraat;104.0;;2801CL;LEIDEN
954990803;954990803;18-08-2005;V;Dubar;;Sarah;3317;REGIO 28;;1691;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25601;Vavo Atheneum Nieuw Profiel Natuur en Gezondheid;100A192;School voor Zorg en Welzijn Delft;;Berckheydestraat;37.0;;3317BM;DELFT
192610520;192610520;19-01-2005;M;Khelawan;de la;Dilara Alida;2316;REGIO 28;;505;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25694;Vavo Havo voorexamenklas;100A192;School voor Autotechniek en Mobiliteit;;Lage Nieuwstraat;121.0;;2316NK;NOOTDORP
344260824;344260824;25-03-2005;M;Sarikaya;;Jamai Ado Jan;2574;REGIO 28;;506;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25230;Assistent dienstverlening en zorg;100A191;School voor Orde & Veiligheid;;Van der Havelaan;266.0;;2574XS;ROZENBURG ZH
370966747;370966747;23-11-2002;V;Al-Sarraf;;Kai;2645;REGIO 28;;588;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25619;Aankomend onderofficier grondoptreden;100A181;School voor ICT;;Marktweg;122.0;;2645LC;SINT-MAARTENSDIJK
719290590;719290590;14-06-2004;M;Bandek;;Nevana Filomena Sarcino;2544;REGIO 29;;496;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25608;Allround Assistant Business Services;100A173;Beauty, Hair & Fashion;;Dunantstraat;71.0;;2544NN;ZOETERMEER
564461792;564461792;11-05-2004;M;Verwey;;Wassim;2351;REGIO 26;;501;ZOETERMEER;27GZ;27GZ;;Mbo3 opleidingen;BOL;25392;Basismedewerker fashion;100A189;VAVO Haaglanden;;Hofzicht;;;2351PH;'S-GRAVENHAGE
790954210;790954210;12-08-2003;V;Seferina;;Nnamdi Victor;2729;REGIO 28;;534;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo2 opleidingen;BBL;25792;Monteur elektrotechnische installaties;100A187;School voor Technologie en Engineering;;;100.0;;2729BV;'S-GRAVENHAGE
895221988;895221988;29-01-2003;V;Demir;;Carel Arnoldus Maria;2614;REGIO 28;;1662;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25656;Software developer;100A179;School voor Economie Delft;;Waterlelie;29.0;;2614WD;'S-GRAVENHAGE
945225960;945225960;20-07-2001;V;Dudášová;;Sem Leonard Jean;2571;REGIO 28;;500;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25293;Mbo- Verpleegkunde;100A181;School voor Gezondheidszorg Den Haag;;Ds van den Boschlaan;503.0;;2571PH;ROELOFARENDSVEEN
984482027;984482027;26-04-2004;V;Hoen;;Sem Pieter Lucas;2665;REGIO 26;;1727;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25320;Mbo- Verpleegkunde;100A189;School voor Entreeopleidingen;;Sasboutstraat;22.0;;2665TJ;'S-GRAVENHAGE
904986859;904986859;01-09-2004;V;Malfi;;Jill Owen;2544;REGIO 28;;34;DELFT;27GZ;27GZ;;Mbo3 opleidingen;BOL;25675;Onderwijsassistent;100A173;School voor Economie en Juridische beroepen;;Schalk Burgerstraat;134.0;;2544CS;'S-GRAVENHAGE
148078829;148078829;04-01-2002;V;Doğan;;Noa;2492;REGIO 28;;479;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25247;Juridisch-administratief dienstverlener;101A783;School voor Gezondheidszorg Den Haag;;Marktweg;18.0;;2492MH;'S-GRAVENHAGE
850985198;850985198;01-07-2001;M;Leeuw;;Jurigenka Altagracia;2624;REGIO 28;;503;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25300;Doktersassistent;101A783;Beauty, Hair & Fashion;;Elzenlaan;10.0;;2624NL;RIJNSBURG
570425583;570425583;08-12-2001;M;Guptar;;Aykan;2678;REGIO 26;;1760;KATWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25159;Assistant Fashion Tailor;100A175;School voor Economie en Juridische beroepen;;Hennegras;25.0;;2678SZ;'S-GRAVENZANDE
291406066;291406066;29-11-2002;V;Etemov;;Lynn Mathilda Johanna;2526;REGIO 28;;492;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25181;Mbo-Verpleegkundige;100A172;School voor Gezondheidszorg Den Haag;;Z.H.B.-hoven;25.0;;2526RL;
265191666;265191666;20-08-2005;V;Drenth;;Ajaan;2612;REGIO 28;;495;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25284;Leidinggevende international hospitality;100A192;VAVO Haaglanden;;Atriumhof;11.0;;2612PE;ROTTERDAM
129532149;129532149;17-07-2004;M;Aajir;van;Daisy;2525;REGIO 28;;501;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;23302;Medewerker secretariaat en receptie;100A173;School voor Lifestyle, Sport en Bewegen;;Tomatenlaan;50.0;;2525GD;DE LIER
176619767;176619767;18-02-2003;M;Kazim;;Chevelly Ralitsa Emelia;4102;REGIO 28;;1709;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25231;Coördinator sport, bewegen en gezondheid;100A181;School voor Pedagogische en Sociale beroepen;;Gabriël Metsustraat;12.0;;4102KN;HONSELERSDIJK
154206457;154206457;28-05-2004;M;Yaşar;;Sem;2548;REGIO 28;;548;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25626;Pedagogisch medewerker kinderopvang;100A195;School voor Pedagogische en Sociale beroepen;;;27.0;;2548NX;ZOETERMEER
749732089;749732089;27-12-2001;V;Ahmed;;Aykan;2544;REGIO 28;;1764;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BBL;25227;Verzorgende-IG;100A188;School voor Economie en Juridische beroepen;;Soesterberghof;120.0;;2544PZ;'s-Gravenhage
244547839;244547839;11-01-2005;M;Peñafiel Olaya;;Eline;2262;REGIO 26;;479;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25378;Coördinator sport- en bewegingsagogie;100A178;School voor Entreeopleidingen;;;168.0;;2262GM;'S-GRAVENHAGE
760873220;760873220;15-03-2001;M;Akyüz;de;Jamai Ado Jan;2551;REGIO 28;;608;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;;25535;Expert IT systems and devices;100A184;School voor Gezondheidszorg Den Haag;;Oosterkerkstraat;13.0;;2551NE;Haastrecht
553713926;553713926;07-01-2004;V;Xie;;Mohammed Raouf;2676;REGIO 27;;548;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25293;Software developer;101A729;VAVO Haaglanden;;Waldorpstraat;245.0;;2676CK;'S-GRAVENHAGE
571539720;571539720;24-11-1999;M;Balgobind;de;Sierra Janelle;3027;REGIO 28;;499;WESTLAND;27GZ;27GZ;;Mbo2 opleidingen;BOL;25283;Technicus engineering;100A190;School voor Metaal-, Elektro- en installatietechniek;;Nienoordstraat;31.0;;3027SN;DELFT
463339786;463339786;27-07-2005;M;Grimbergen;;Tim;2572;REGIO 28;;485;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25371;Timmerman;100A189;School voor Gezondheidszorg Den Haag;;Multatulistraat;488.0;;2572ST;'S-GRAVENHAGE
721322254;721322254;01-07-2003;V;Jacobs;;Amber Jasmine;2252;REGIO 28;;1734;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25717;Gespecialiseerd kok;100A189;School voor Gezondheidszorg Den Haag;;Notenplein;17.0;;2252AG;RIJSWIJK ZH
931004689;931004689;03-02-2003;V;Tuna;;Nada;2321;REGIO 28;;481;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25576;Mbo- Verpleegkunde;100A172;School voor Economie Delft;;Zuidmede;110.0;;2321SL;'S-GRAVENHAGE
738263318;738263318;20-11-2001;V;Dolman;;Amine;2742;REGIO 28;;1710;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25689;Financieel administratieve beroepen;100A186;School voor Zorg en Welzijn Westland;;Burg Kampschöerstraat;98.0;;2742EX;'S-GRAVENHAGE
196280599;196280599;18-10-2001;V;Kamińska;el;Lynn Mathilda Johanna;2546;REGIO 29;;602;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;23123;Beveiliger 2;100A175;Beauty, Hair & Fashion;;Van Heuven Goedhartstr;382.0;;2546XP;DELFT
603881752;603881752;12-01-2004;M;Brabander;;Q-Shanty Mylaine Martha;2681;REGIO 28;;512;MIDDEN-DELFLAND;27GZ;27GZ;;Mbo4 opleidingen;BBL;25810;Financieel administratieve beroepen;100A198;School voor Horeca & Facilitaire dienstverlening;;Caan van Necklaan;157.0;;2681CS;'S-GRAVENHAGE
633438490;633438490;02-01-2003;V;Bruin;;Gijs;2526;REGIO 28;;488;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo4 opleidingen;BOL;25123;Mbo- Verpleegkunde;100A177;School voor Toerisme en Recreatie;;Kerkstraat;26.0;;2526WL;ZOETERMEER
605389084;605389084;10-10-2002;V;Voogd;van der;Brent;2806;REGIO 28;;1678;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25259;Pedagogisch medewerker kinderopvang;100A198;School voor Entreeopleidingen;;Van Adrichemweg;27.0;;2806DG;ZOETERMEER
152404253;152404253;22-01-2004;M;Mahfouz;;Sofia Alekseevna;2525;REGIO 28;;1679;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BBL;25281;Manager/ondernemer horeca;100A198;School voor Metaal-, Elektro- en installatietechniek;;Maanplein;15.0;;2525GA;'S-GRAVENHAGE
897220894;897220894;23-10-2004;V;Bruijn;;Kirsten Elisabeth;2715;REGIO 28;;489;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25728;Pedagogisch medewerker kinderopvang;100A195;School voor Retail en Logistiek Delft;;Mr. Meinertzhagenstraat;120.0;;2715XJ;'S-GRAVENHAGE
361333023;361333023;20-01-2004;V;Vliet;van der;Dina;2287;REGIO 26;;577;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25296;Aankomend onderofficier grondoptreden;100A196;School voor ICT;;Erasmusplein;24.0;;2287ER;RIJSWIJK ZH
422641952;422641952;16-06-2005;V;Schuitmaker;ten;Nick;2544;REGIO 28;;497;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25268;Persoonlijk begeleider maatschappelijke zorg;100A190;School voor Lifestyle, Sport en Bewegen;;Wezelrade;31.0;;2544NT;'s-Gravenhage
141525282;141525282;18-07-2003;V;Ahmed Mohamed Abakar;ten;Anouk Hendrina Appalonia;2612;REGIO 29;;599;ROTTERDAM;27GZ;27GZ;;Mbo1 opleidingen;BOL;23223;Vavo Atheneum Nieuw Profiel Natuur en Gezondheid;100A196;School voor Zorg en Welzijn Leiden;;Bloementuin;45.0;;2612PK;'S-GRAVENHAGE
878477602;878477602;15-08-2005;V;Zebkhan;;Julia Jolanta;2631;REGIO 28;;1746;LEIDERDORP;27GZ;27GZ;;Mbo4 opleidingen;;25303;Assistent dienstverlening en zorg;100A192;Beauty, Hair & Fashion;;Monsterseweg;69.0;;2631XC;'S-GRAVENHAGE
515932452;515932452;02-11-2003;M;Bezemer;;Noa;2723;REGIO 28;;1622;ZOETERMEER;27GZ;27GZ;;Mbo2 opleidingen;BOL;25555;Technicus engineering;100A187;School voor Entreeopleidingen;;Drapeniersgaarde;28.0;;2723BB;'S-GRAVENHAGE
567574821;567574821;09-11-2003;V;Tuna;;Yoandel Daniel;2515;REGIO 28;;476;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25519;Technicus engineering;101A729;School voor Autotechniek en Mobiliteit;;Boomblauwtjelaan;46.0;;2515NV;'S-GRAVENHAGE
750059813;750059813;17-07-2005;M;Khan;van;Kim Alida;2471;REGIO 28;;1691;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25300;Zelfstandig medewerker travel & Hospitality;100A181;School voor Gezondheidszorg Den Haag;;Fruitlaan;268.0;;2471XC;WATERINGEN
887292199;887292199;16-04-2001;M;Burg;van;Basma;2562;REGIO 28;;561;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25694;Technicus engineering;100A174;International Hotel and Management School;;Aaksterlaan;108.0;;2562BP;'S-GRAVENHAGE
130515236;130515236;15-04-2003;M;Reints;;Jakub Wojciech;2622;REGIO 26;;575;BEVERWIJK;27GZ;27GZ;;Mbo3 opleidingen;BOL;6447;Allround technicus voertuigen en mobiele werktuigen;100A172;School voor Bouw en Infra;;Gravin Machteldplantsoen;16.0;;2622LC;MONSTER
415564070;415564070;06-12-2002;V;Lindhout;;Mehdi;2244;REGIO 28;;510;TEYLINGEN;27GZ;27GZ;;Mbo4 opleidingen;BBL;25288;Salonmanager;100A189;VAVO Haaglanden;;Veenendaalkade;52.0;;2244CE;OVERVEEN
580190505;580190505;07-01-2006;M;Groot;;Gabriela;2522;REGIO 28;;564;PIJNACKER-NOOTDORP;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25195;Helpende Zorg en Welzijn;100A187;School voor Bouw en Infra;;Van Ostadestraat;283.0;;2522HG;'S-GRAVENHAGE
722370860;722370860;25-06-2003;M;Mulbarak Abdulla Hassan;;Fleur;2551;REGIO 28;;1651;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25259;Mbo- Verpleegkunde;100A172;School voor Economie en Juridische beroepen;;Hoenderloostraat;;;2551ZX;'S-GRAVENHAGE
935362863;935362863;13-06-2004;M;Lubbe;;Tuĝçe;2723;REGIO 28;;488;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25729;Manager/ondernemer horeca;101A729;School voor Zorg en Welzijn Leiden;;Bogotástraat;132.0;;2723VV;KATWIJK ZH
984744246;984744246;02-02-2002;V;Zwet;;Robine;2592;REGIO 28;;492;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BOL;25639;Manager/ondernemer horeca;101A729;School voor Horeca & Facilitaire dienstverlening;;Overrijn;19.0;;2592XG;'S-GRAVENHAGE
996999479;996999479;20-02-2005;M;Verhees;;Xue Jing;2525;REGIO 26;;499;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BBL;25245;Medewerker marketing en communicatie;100A184;Beauty, Hair & Fashion;;Veldzoom;1869.0;;2525BP;RIJSWIJK ZH
655884600;655884600;11-02-2005;M;Jansen;van;Tarik;2264;REGIO 26;;488;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25255;Manager/ondernemer horeca;100A177;School voor Economie en Juridische beroepen;;Ds van den Boschlaan;39.0;;2264AB;RIJSWIJK ZH
850919739;850919739;10-11-2004;M;Kumar;;Lisa Mariëlle;2343;REGIO 29;;496;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25584;Technicus engineering;100A180;VAVO Haaglanden;;Koekamp;252.0;;2343BH;NOOTDORP
872743227;872743227;11-06-2003;V;Vuurman;El;Ayşe Meryem;2593;REGIO 28;;501;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;;25276;Logistiek medewerker;100A186;School voor Gezondheidszorg Den Haag;;Warande;114.0;;2593GN;'S-GRAVENHAGE
963281211;963281211;25-08-2005;V;Hartman;;Bo;2525;REGIO 28;;1674;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25214;Verzorgende-IG;100A195;VAVO Haaglanden;;Vaalrivierstraat;135.0;;2525VK;PIJNACKER
128844091;128844091;16-04-2004;M;Groot;van der;Salim Djahabi;2678;REGIO 28;;502;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25301;Leidinggevende leisure & hospitality;100A198;School voor Zorg en Welzijn Delft;;'t Hert;411.0;;2678VN;MONSTER
230621503;230621503;06-05-2002;M;Reitsma;;Ruben Seward Antonius;2524;REGIO 21;;501;LEIDEN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25167;Vavo Atheneum Nieuw Profiel Natuur en Gezondheid;100A174;Beauty, Hair & Fashion;;Papendallaan;141.0;;2524VR;'S-GRAVENHAGE
391053631;391053631;11-04-2005;M;Meer;;Asena Hazal;2492;REGIO 28;;1797;DELFT;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25269;Begeleider specifieke doelgroepen;100A192;School voor Orde & Veiligheid;;Tsarenhof;145.0;;2492SK;'S-GRAVENZANDE
591102273;591102273;17-07-2002;M;Haas;;Francesca;2264;REGIO 28;;497;ROTTERDAM;27GZ;27GZ;;Mbo1 opleidingen;BOL;25311;Mbo- Verpleegkunde;101A783;School voor Zorg en Welzijn Leiden;;Waldeck Pyrmontkade;19.0;;2264DN;ZOETERMEER
198836546;198836546;26-09-2001;M;Boersema;;Ishandro Sharlyson;3144;REGIO 28;;498;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25287;Retailmedewerker;100A174;School voor Autotechniek en Mobiliteit;;Westeinde;34.0;;3144NC;'S-GRAVENHAGE
912556356;912556356;15-04-2004;M;Essaeh;;Mohammed Arfani Shiraaz Ibrahiem Rashied;2286;REGIO 28;;498;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25626;Sociaal werker;100A192;School voor Gezondheidszorg Den Haag;;Admiraal Helfrichsingel;13.0;;2286VB;'S-GRAVENHAGE
754975044;754975044;17-08-2005;V;Schipper;;Gabriëlla Kathalina;2564;REGIO 28;;1665;WESTLAND;27GZ;27GZ;;Mbo3 opleidingen;BOL;25725;Mbo- Verpleegkunde;100A192;School voor Economie Delft;;Fuutlaan;138.0;;2564KA;'S-GRAVENHAGE
418218311;418218311;13-08-2001;M;Youssef;ter;Bart;2496;REGIO 26;;508;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BBL;25690;Management assistant;100A195;School voor Lifestyle, Sport en Bewegen;;Stephensonstraat;18.0;;2496RB;Noordwijk
306807112;306807112;30-07-2003;M;Khedoe;;Maaike;2406;REGIO 28;;486;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25732;Logistiek medewerker;100A184;School voor Zorg en Welzijn Leiden;;Zuidwal;17.0;;2406GN;'S-GRAVENHAGE
710050121;710050121;01-10-2003;V;Harpal;;Ilayda;2676;REGIO 28;;1766;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25277;Software developer;100A173;School voor Toerisme en Recreatie;;Schalk Burgerstraat;69.0;;2676AP;
785285451;785285451;20-05-2004;V;Alrai;;Katja;2265;REGIO 28;;496;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25267;Vavo Gymnasium Nieuw Profiel Natuur en Gezondheid;100A181;School voor Orde & Veiligheid;;Goudriaankade;16.0;;2265DB;MONSTER
953876812;953876812;18-10-2004;V;Edrisi;;Wafa Ibrahim;2729;REGIO 28;;597;'S-GRAVENHAGE;27GZ;27GZ;;Mbo1 opleidingen;EX;25172;Mbo- Verpleegkunde;100A192;School voor Economie en Juridische beroepen;;Waterlandsingel;22.0;;2729PP;DELFT
103973198;103973198;06-10-2003;M;Boon;van;Esmeralda;2221;REGIO 28;;1766;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25646;Retailmedewerker;100A187;School voor Maatschappelijke zorg en Verzorgende;;Pr Johan Willem Frisoln;115.0;;2221GE;DELFT
623771982;623771982;11-04-2005;M;Volkering;;Joup Victor;3131;REGIO 28;;1513;NISSEWAARD;27GZ;27GZ;;Mbo1 opleidingen;BOL;5216;Assistent horeca, voeding of voedingsindustrie;100A184;School voor Pedagogische en Sociale beroepen;;Sprengerstraat;82.0;;3131SJ;VLAARDINGEN
982483280;982483280;06-01-2000;V;Hout;;Chelsea Johanna Maria;2716;REGIO 28;;1729;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25216;Apothekersassistent;100A172;School voor Horeca & Facilitaire dienstverlening;;Gerard Doggerlaan;19.0;;2716EM;'S-GRAVENHAGE
944669007;944669007;04-12-2003;M;Lubbe;;Merijn Edward;2722;REGIO 28;;1679;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25250;Business Administration & Control Specialist;100A189;VAVO Haaglanden;;;143.0;;2722BD;ZOETERMEER
800096593;800096593;04-06-2003;M;Groeneweg;;Jaydon;2291;REGIO 28;;496;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo4 opleidingen;EX;25641;Technicus mechatronica systemen;101A783;School voor Economie en Juridische beroepen;;1e Van der Kunstraat;118.0;;2291MC;'S-GRAVENHAGE
125567316;125567316;10-01-2002;M;Potters;van der;Eda Irem;2611;REGIO 28;;1815;ROTTERDAM;27GZ;27GZ;;Mbo1 opleidingen;BOL;5700;Gespecialiseerd pedagogisch medewerker;100A180;School voor ICT;;Steenvoordelaan;110.0;;2611AN;RIJSWIJK ZH
730431828;730431828;30-07-2003;M;Wensveen;;Celena Mercedes;2515;REGIO 28;;1767;RIJSWIJK;27GZ;27GZ;;Mbo3 opleidingen;BOL;25305;Juridisch-administratief dienstverlener;100A172;School voor Horeca & Facilitaire dienstverlening;;Goudslagersgaarde;18.0;;2515RB;ROELOFARENDSVEEN
769884502;769884502;08-02-2004;M;Quispel;;Chaima;2263;REGIO 28;;593;HAARLEMMERMEER;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;5810;Legal, Insurance & HR Services Specialist;100A175;School voor Zorg en Welzijn Delft;;Burg van der Werffstraat;213.0;;2263EK;Zwolle
551158101;551158101;28-01-2002;V;Nichatoglou;de;Esra;2525;REGIO 28;;486;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25368;Mbo-Verpleegkundige;100A174;VAVO Haaglanden;;De Colignystraat;43.0;;2525ET;VOORBURG
335249751;335249751;04-06-2001;V;Ehigiator;El;Daan Carl Johannes;2526;REGIO 26;;1837;DORDRECHT;27GZ;27GZ;;Mbo4 opleidingen;BBL;25344;Middenkader bouw en infra;100A196;School voor Economie Delft;;Hoefkade;364.0;;2526GK;'S-GRAVENHAGE
902857054;902857054;04-11-2000;V;Paus;van;Alicia Cornelia Mathilda;2711;REGIO 21;;578;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25194;Medewerker (financiële) administratie;100A196;Beauty, Hair & Fashion;;Lijsterbeslaan;112.0;;2711GB;De Lier
117145950;117145950;16-08-2004;M;Zouwen;;Cas;2225;REGIO 28;;1711;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25662;Retailmanager;100A187;School voor Zorg en Welzijn Den Haag;;Charley Tooroplaan;105.0;;2225LC;PIJNACKER
375062878;375062878;20-12-2003;V;Lange;;Vigo Max;2231;REGIO 28;;1691;ROTTERDAM;27GZ;27GZ;;Mbo3 opleidingen;BBL;25183;Business Administration & Control Specialist;100A172;School voor Metaal-, Elektro- en installatietechniek;;Gentiaan;;;2231SZ;'S-GRAVENHAGE
464453985;464453985;13-12-2004;M;Remeijsen;;Beau;2622;REGIO 28;;1633;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25404;Mbo- Verpleegkunde;101A729;School voor Pedagogische en Sociale beroepen;;De Dreef;35.0;;2622LB;'S-GRAVENHAGE
991691106;991691106;07-07-2000;V;Otter;van der;Jamie;3079;REGIO 28;;1829;VOORSCHOTEN;27GZ;27GZ;;Mbo4 opleidingen;BBL;5523;Meewerkend horeca ondernemer;100A196;School voor Gezondheidszorg Den Haag;;Kranenburgweg;116.0;;3079PM;Oegstgeest
