#BURGERSERVICENUMMER;ONDERWIJSNUMMER;GEBOORTEDATUM;GESLACHT;ACHTERNAAM;VOORVOEGSEL;VOORNAMEN;POSTCODE_CIJFERS;RMC_REGIO;RMC_REGIO_NAAM;GEMCODE;GEMEENTENAAM;BRIN;BRIN_VOLGNR;BRIN_VEST_NAAM;NIVEAU;ONDERWIJSSOORT;CREBO;CREBO_OMSCHRIJVING;EXAMEN;IND_BEKOSTIGING;ONDERWIJSAANBIEDER_CODE;ONDERWIJSAANBIEDER_NAAM;ONDERWIJSLOCATIE_CODE;ONDERWIJSLOCATIE_STRAATNAAM;ONDERWIJSLOCATIE_HUISNUMMER;ONDERWIJSLOCATIE_HUISNUMMER_TOEVOEGING;ONDERWIJSLOCATIE_POSTCODE;ONDERWIJSLOCATIE_PLAATSNAAM
967063352;967063352;25-04-2003;V;Chen;;Keltoum;;REGIO 28;;34;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25722;Medewerker (financiële) administratie;;;100A173;VAVO Haaglanden;;Beukelsweg;123.0;;;'S-GRAVENHAGE
725080740;725080740;08-03-2004;M;Jong;van;Lara Karina;2548;REGIO 28;;494;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25359;Allround Schoonheidsspecialist;;;100A180;International Hotel and Management School;;Aalbessenlaan;247.0;;2548HB;DELFT
198371227;198371227;16-08-2004;M;Ransing;van;Dana Chayenna Lianna;2694;REGIO 28;;1783;APELDOORN;27GZ;27GZ;;Mbo3 opleidingen;BBL;25631;Schoonheidsverzorging;;;100A177;School voor Lifestyle, Sport en Bewegen;;Frans Halsstraat;;;2694AM;HONSELERSDIJK
820062234;820062234;07-02-2000;M;Farahi;Le;Mustafa Emircan;2614;REGIO 26;;510;CAPELLE AAN DEN IJSSEL;27GZ;27GZ;;Mbo4 opleidingen;BOL;25293;Persoonlijk begeleider maatschappelijke zorg;;;100A184;School voor Entreeopleidingen;;Meppelrade;229.0;;2614LP;IJSSELSTEIN UT
990174765;990174765;17-02-2003;M;Flores;;Laura Veronica;2524;REGIO 28;;1807;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo3 opleidingen;BOL;25215;Medewerker facilitaire dienstverlening;;;100A187;Beauty, Hair & Fashion;;Sperwerhorst;82.0;;2524VP;HOEK VAN HOLLAND
614622200;614622200;09-07-2004;M;Lange;;Melony Emely;2408;REGIO 28;;537;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25336;Manager/ondernemer horeca;;;100A188;School voor Gezondheidszorg Den Haag;;Mesdagstraat;114.0;;2408SC;'S-GRAVENHAGE
869313784;869313784;28-05-2004;M;Hannink;;Hazar;2611;REGIO 28;;498;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25549;Timmerman;;;100A190;School voor Zorg en Welzijn Leiden;;Jan van Rodestraat;18.0;;2611VD;LEIDSCHENDAM
494708201;494708201;27-10-2003;M;Hamdan;van der;Mirte;2525;REGIO 35;;351;BEST;27GZ;27GZ;;Mbo2 opleidingen;BBL;25642;Doktersassistent;;;100A192;School voor Gezondheidszorg Den Haag;;Noorwitzstraat;20.0;;2525ZN;ALKMAAR
251416810;251416810;27-10-2001;V;Schoonhoven;;Minaoushka Valentina;1448;REGIO 28;;489;HAARLEMMERMEER;27GZ;27GZ;;Mbo4 opleidingen;;25287;Assistant Fashion Tailor;;;100A179;School voor Technologie en Engineering;;Woensdrechthof;321.0;;1448BC;DELFT
474780910;474780910;24-03-2001;M;Mai;;Ahmet;2394;REGIO 28;;1699;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo2 opleidingen;BOL;25150;Onderwijsassistent;;;100A191;School voor Bouw en Infra;;Theresiastraat;30.0;;2394NG;'S-GRAVENHAGE
737196329;737196329;07-11-2002;M;Akalie;El;Isa;2574;REGIO 28;;1794;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo4 opleidingen;BBL;25723;Medewerker evenementenorganisatie;;;100A198;School voor Economie Delft;;Burg Honnerlage Greteln;;;2574SM;AMSTERDAM
370825370;370825370;09-12-2002;V;Taş;Bij de;Elise;2611;REGIO 28;;391;HILLEGOM;27GZ;27GZ;;Mbo4 opleidingen;BOL;6335;Vavo Havo Nieuw Profiel Economie en Maatschappij;;;100A180;School voor Gezondheidszorg Den Haag;;Wateringsestraat;127.0;;2611RB;'S-GRAVENHAGE
841449090;841449090;15-08-2006;V;Stille;;Kwabena Karikari-Affodour;2521;REGIO 28;;512;TILBURG;27GZ;27GZ;;Mbo3 opleidingen;BOL;25388;Technisch Leidinggevende;;;100A190;School voor ICT;;Heliotrooplaan;20.0;;2521RZ;VOORSCHOTEN
269113176;269113176;31-05-2005;V;Çelik;;Lesra Bartolomé Donald;2405;REGIO 28;;1807;KATWIJK;27GZ;27GZ;;Mbo2 opleidingen;BBL;25291;Onderwijsassistent;;;100A190;School voor Zorg en Welzijn Leiden;;Van Kinschotstraat Noord;983.0;;2405CW;'S-GRAVENHAGE
722216738;722216738;20-12-2005;V;Markus;;Maryam Juliëtte;2573;REGIO 28;;487;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25669;Expert IT systems and devices;;;101A783;School voor Economie Delft;;Westeinde;33.0;;2573EL;ZOETERMEER
385493332;385493332;14-10-2005;M;Jannasch;;Lamyae;2531;REGIO 28;;571;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo4 opleidingen;BBL;25230;Vavo Atheneum Zonder Profiel;;;100A173;School voor Gezondheidszorg Den Haag;;Egbert van 't Oeverstr;19.0;;2531TL;
574697506;574697506;28-04-2004;M;Boer;;Kaoutar;2203;REGIO 28;;1394;RIJSWIJK;27GZ;27GZ;;Mbo1 opleidingen;BOL;25281;Technisch Specialist Personenauto's;;;100A172;School voor Lifestyle, Sport en Bewegen;;Schoeplaan;73.0;;2203ZE;'S-GRAVENHAGE
924944794;924944794;26-04-2004;V;Altun;;Shaquille Fardeen Raöef;2624;REGIO 28;;1774;HILLEGOM;27GZ;27GZ;;Mbo4 opleidingen;BBL;25594;Medewerker secretariaat en receptie;;;100A192;VAVO Haaglanden;;Zonnehof;145.0;;2624XT;
309198202;309198202;28-10-2001;M;Duijvenbode;;Otto;2242;REGIO 28;;1723;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25308;Pedagogisch medewerker kinderopvang;;;100A189;VAVO Haaglanden;;Fruitweg;249.0;;2242NJ;'S-GRAVENHAGE
944992480;944992480;30-05-2003;V;Jemal;Van der;Joey Corné;2625;REGIO 35;;1842;DELFT;27GZ;27GZ;;Mbo4 opleidingen;EX;25222;Maatschappelijke Zorg;;;100A172;School voor Zorg en Welzijn Den Haag;;Keltenlaan;13.0;;2625WE;AMSTERDAM
733711506;733711506;30-04-2002;V;Costa;;Fleur;2493;REGIO 28;;1758;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25309;Vavo Havo voorexamenklas;;;100A173;School voor Maatschappelijke zorg en Verzorgende;;;236.0;;2493BX;DELFT
360754362;360754362;04-06-2001;V;Veltman;;Dylan;2672;REGIO 27;;511;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;23161;Doktersassistent;;;100A180;VAVO Haaglanden;;Claude Debussystraat;21.0;;2672HH;Spijkenisse
944669007;944669007;04-12-2003;M;Lubbe;;Merijn Edward;2722;REGIO 28;;1679;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25250;Business Administration & Control Specialist;;;100A189;VAVO Haaglanden;;;143.0;;2722BD;ZOETERMEER
346369469;346369469;02-11-2005;M;Mulder;van der;Luca Milan;3155;REGIO 29;;495;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25678;Persoonlijk begeleider specifieke doelgroepen;;;100A191;School voor Horeca & Facilitaire dienstverlening;;Sluiswachterstraat;68.0;;3155GG;DELFT
753950654;753950654;20-03-2006;M;Mazdoula;El;Tacettin;2284;REGIO 28;;484;MIDDELBURG;27GZ;27GZ;;Mbo2 opleidingen;BOL;25291;Coördinator beveiliging;;;100A184;School voor Lifestyle, Sport en Bewegen;;Stevinstraat;15.0;;2284XK;'S-GRAVENHAGE
469497864;469497864;03-04-2000;V;Tamim;;Jill Phoenix;2521;REGIO 28;;485;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25590;Schoonheidsverzorging;;;100A177;School voor Economie en Juridische beroepen;;Westzijdeweg;6.0;;2521DA;'S-GRAVENHAGE
992859473;992859473;15-12-2004;V;Mohammad;;Mila;2635;REGIO 28;;1653;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25443;Coördinator sport, bewegen en gezondheid;;;100A187;VAVO Haaglanden;;Soesterberghof;534.0;;2635MM;ZOETERMEER
114971237;114971237;01-07-2001;V;Demir;;Zoë;2292;REGIO 28;;1698;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo3 opleidingen;BOL;25207;Leidinggevende travel & hospitality;;;100A181;School voor Gezondheidszorg Den Haag;;;109.0;;2292DH;RIJSWIJK ZH
875962096;875962096;10-12-2002;M;Hmidouch;;Geert Willem Boudewijn;2624;REGIO 28;;1750;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25238;Assistant Business Services;;;101A729;School voor Zorg en Welzijn Delft;;Schrijnwerkersgaarde;207.0;;2624AT;MONSTER
672374966;672374966;03-08-2004;V;Ali;van;Angelina Dilan;2661;REGIO 29;;501;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25619;Begeleider gehandicaptenzorg;;;100A181;School voor Pedagogische en Sociale beroepen;;Guido Gezellestraat;253.0;;2661CA;LEIDSCHENDAM
165648148;165648148;31-01-2001;M;Renne;;Nurselin;3206;REGIO 28;;1811;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;5861;Juridisch-administratief dienstverlener;;;100A173;School voor Economie Delft;;Prinses Julianastraat;56.0;;3206GT;RIJNSBURG
915048138;915048138;08-02-2004;M;Bas;;Nada;2291;REGIO 28;;495;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25729;Beveiliger 2;;;100A178;School voor Autotechniek en Mobiliteit;;Pasteurstraat;37.0;;2291TX;DELFT
683591549;683591549;07-01-2006;V;Mohammadi;;Azarja Ernesto Gerardus;2492;REGIO 28;;504;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;5121;Technisch Specialist Personenauto's;;;100A173;School voor Entreeopleidingen;;Fluitenbergstraat;18.0;;2492WX;
746922277;746922277;07-11-2003;V;Maaya;de;Gürkan;;REGIO 28;;1790;ALBRANDSWAARD;27GZ;27GZ;;Mbo4 opleidingen;BBL;25292;Medewerker human resource management (HRM);;;100A198;International Hotel and Management School;;Hoeksekade;44.0;;;VOORBURG
788420750;788420750;21-08-2005;M;Floròpoulos;;Senon;2632;REGIO 28;;537;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo4 opleidingen;BOL;25785;Retailmanager;;;100A172;School voor Gezondheidszorg Den Haag;;;11.0;;2632AE;ZOETERMEER
185857826;185857826;03-11-2002;M;Setoe;de;Eliana Abigail;2225;REGIO 28;;489;RIJSWIJK;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25346;Pedagogisch medewerker kinderopvang;;;100A189;School voor Retail en Logistiek Delft;;Hoogveen;114.0;;2225HS;'S-GRAVENHAGE
939154539;939154539;21-10-2004;V;Malfi;El;David;2585;REGIO 28;;1788;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25357;Basis technicus voertuigen en mobiele werktuigen;;;100A178;School voor Metaal-, Elektro- en installatietechniek;;Van Almondestraat;141.0;;2585XT;Beverwijk
647058955;647058955;22-09-2003;V;Boer;Ter;Summar;2531;REGIO 40;;1811;WASSENAAR;27GZ;27GZ;;HAVO/VWO bovenbouw;;25615;Manager mobiliteitsbranche;;;100A172;School voor Bouw en Infra;;Groenewege;59.0;;2531EM;IJSSELSTEIN UT
329703679;329703679;04-02-2002;V;Fatima Duraid Hassan Al-Gburi;den;Jamelia Virginia;2641;REGIO 37;;513;MIDDEN-DELFLAND;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;23163;Vavo Havo Zonder Profiel;;;100A179;School voor Economie Delft;;Van Speykstraat;115.0;;2641WZ;
960157320;960157320;03-12-2003;M;Goedhart;van;Maryam;2547;REGIO 27;;508;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25512;Juridisch-administratief dienstverlener;;;101A709;School voor Gezondheidszorg Den Haag;;Wateringsestraat;23.0;;2547GC;HILLEGOM
882243744;882243744;22-08-2006;V;Jensen;;Tobias Daan;2533;REGIO 28;;582;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25766;Assistent dienstverlening en zorg;;;101A783;School voor Zorg en Welzijn Westland;;Tallinnhof;18.0;;2533HR;KATWIJK ZH
538042991;538042991;23-04-2005;V;Marie;;Nour;2691;REGIO 29;;497;BODEGRAVEN-REEUWIJK;27GZ;27GZ;;Mbo4 opleidingen;BBL;25273;Assistent verkoop/retail;;;101A729;VAVO Haaglanden;;Molensloot;57.0;;2691LN;'S-GRAVENHAGE
850037833;850037833;01-01-2003;V;Leerdam;van de;Myron Giovanni;2552;REGIO 28;;1443;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25317;Beveiliger 2;;;100A177;VAVO Haaglanden;;Lisztstraat;451.0;;2552MN;ZWAAG
797567210;797567210;26-10-2005;V;Özdemir;;Lise Myrthe;2286;REGIO 28;;486;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25291;Vavo Havo voorexamenklas;;;100A172;Beauty, Hair & Fashion;;Puttensestraat;102.0;;2286XA;Rotterdam
139454702;139454702;16-02-2006;M;Bouhafra;van;Ruben;2574;REGIO 28;;497;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo4 opleidingen;BOL;25633;Eerste Monteur woning;;;100A182;School voor Gezondheidszorg Den Haag;;Watervogelstraat;22.0;;2574TD;HAZERSWOUDE RIJNDIJK
190798214;190798214;14-03-2004;M;Suijker;;Ruby;2284;REGIO 28;;478;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25249;Financieel administratieve beroepen;;;100A176;School voor Gezondheidszorg Den Haag;;;135.0;;2284EH;ZOETERMEER
160633559;160633559;05-06-2005;V;Kiliç;de;Jim;2496;REGIO 28;;559;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25653;Zelfstandig werkend kok;;;100A191;School voor Maatschappelijke zorg en Verzorgende;;Aprochestraat;100.0;;2496LV;POELDIJK
198802443;198802443;16-02-2005;V;Massing;van;Jeannick Derek Alexander;2716;REGIO 28;;502;BODEGRAVEN-REEUWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25254;Medewerker marketing en communicatie;;;100A174;School voor Entreeopleidingen;;Minstreelstraat;392.0;;2716CB;MOERKAPELLE
535379863;535379863;09-11-1999;V;Stolwijk;;Lars Martijn;2625;REGIO 28;;1746;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25340;Juridisch-administratief dienstverlener;;;100A174;Beauty, Hair & Fashion;;Goudvisplein;22.0;;2625KA;'S-GRAVENHAGE
423091387;423091387;24-08-2001;V;Wachtmeester;van der;Thijs Thijmen;2524;REGIO 26;;1787;TEYLINGEN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25121;Pedagogisch medewerker kinderopvang;;;100A172;VAVO Haaglanden;;Neogotiekhof;31.0;;2524VL;'S-GRAVENHAGE
523679929;523679929;28-05-2004;V;Andringa;;Muhammed Ikbal;2265;REGIO 28;;487;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25295;Persoonlijk begeleider specifieke doelgroepen;;;100A172;School voor Pedagogische en Sociale beroepen;;;15.0;;2265BM;ROTTERDAM
881344515;881344515;02-07-2005;M;Ali;;Jacob Stefan;2525;REGIO 28;;486;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25530;Vavo Havo Zonder Profiel;;;100A180;School voor Gezondheidszorg Den Haag;;Van der Havelaan;20.0;;2525VJ;'S-GRAVENHAGE
951688146;951688146;29-09-2006;V;Khan;de;Darshan Roshano Vinesh;2225;REGIO 28;;495;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BBL;25380;Schoonheidsverzorging;;;101A729;School voor Zorg en Welzijn Delft;;Vasariruimte;466.0;;2225RM;'S-GRAVENHAGE
965991234;965991234;09-07-2004;M;Şahin;;Johanna Hendrika;2287;REGIO 28;;498;RIJSWIJK;27GZ;27GZ;;Mbo3 opleidingen;BOL;25312;Persoonlijk begeleider specifieke doelgroepen;;;100A184;VAVO Haaglanden;;Hooflaan;7.0;;2287SH;'S-GRAVENHAGE
451672367;451672367;03-07-2002;V;Visser;van;Joy Fabienne;2635;REGIO 26;;574;WASSENAAR;27GZ;27GZ;;Mbo4 opleidingen;BOL;25188;Monteur elektrotechnische installaties;;;100A187;School voor Retail en Logistiek Delft;;Van Dijckstraat;223.0;;2635GL;'S-GRAVENHAGE
410575123;410575123;14-11-2002;M;Dolleman;;Daniël Casper;2524;REGIO 28;;572;ROTTERDAM;27GZ;27GZ;;Mbo3 opleidingen;BOL;25617;Persoonlijk begeleider maatschappelijke zorg;;;101A729;VAVO Haaglanden;;Strawinskypad;23.0;;2524CN;ZOETERMEER
168617359;168617359;15-10-2001;M;Raja;;Nikki;2526;REGIO 28;;487;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25719;Technicus elektrotechnische installaties in de gebouwde omgeving;;;100A184;School voor Zorg en Welzijn Leiden;;Maarsbergenstraat;19.0;;2526BL;'S-GRAVENHAGE
990837004;990837004;29-07-2004;M;Verhagen;;Jaydee;2635;REGIO 28;;482;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25742;Mbo- Verpleegkunde;;;100A180;Beauty, Hair & Fashion;;Lausbergstraat;354.0;;2635ME;RIJSWIJK ZH
183891349;183891349;24-09-2000;M;Boutachkourt Azahriou;van;Dean;2625;REGIO 29;;497;'S-GRAVENHAGE;27GZ;27GZ;;Mbo1 opleidingen;BOL;25682;Retailmedewerker;;;100A192;VAVO Haaglanden;;Bosglimmerzoom;18.0;;2625VR;RIJSWIJK ZH
244016434;244016434;07-10-2003;V;Malik;van;Milan;2287;REGIO 28;;1744;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BOL;25171;Assistent bouwen, wonen en onderhoud;;;100A173;School voor Autotechniek en Mobiliteit;;Hertenrade;14.0;;2287AA;'S-GRAVENHAGE
362698210;362698210;24-09-2002;M;Lommerde;;Lola;;REGIO 26;;1771;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo4 opleidingen;BOL;25330;Technicus engineering;;;100A180;School voor Zorg en Welzijn Leiden;;Gerrit van de Lindestr;191.0;;;'S-GRAVENHAGE
531160167;531160167;05-06-2004;V;Güzel;;Mustaf Ali;2548;REGIO 26;;1779;DELFT;27GZ;27GZ;;Mbo2 opleidingen;BOL;25275;Monteur elektrotechnische installaties;;;100A179;International Hotel and Management School;;Hulshorststraat;12.0;;2548VM;HONSELERSDIJK
743810631;743810631;28-11-1999;V;Alsemgeest;;Mick;2623;REGIO 27;;501;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25671;Office & Management Support Specialist;;;100A191;School voor Technologie en Engineering;;Burgersdijkstraat;14.0;;2623WX;'S-GRAVENHAGE
402981397;402981397;10-10-2002;V;Ajjouch;;Brent;2317;REGIO 28;;1761;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25180;Business Administration & Control Specialist;;;100A173;International Hotel and Management School;;Lage Nieuwstraat;34.0;;2317WZ;'S-GRAVENHAGE
578142299;578142299;29-10-2002;V;Nijman;;Amber Brigitte;2221;REGIO 28;;284;WESTLAND;27GZ;27GZ;;Mbo3 opleidingen;BBL;25399;Juridisch-administratief dienstverlener;;;100A177;School voor Gezondheidszorg Den Haag;;'t Hert;29.0;;2221EA;DELFT
520631221;520631221;07-11-2000;M;Monnichmann;de;Fatih;2547;REGIO 28;;511;ALPHEN AAN DEN RIJN;27GZ;27GZ;;Mbo1 opleidingen;BOL;25658;Logistiek medewerker;;;100A178;VAVO Haaglanden;;Westergosingel;207.0;;2547EL;WOERDEN
396638976;396638976;23-05-2003;V;Şahin;van;Bo;2171;REGIO 28;;486;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25346;Retailspecialist;;;100A172;VAVO Haaglanden;;Dunantstraat;25.0;;2171VD;ZOETERMEER
401737411;401737411;20-11-2001;V;Boksman;;Bouchra;2353;REGIO 29;;586;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25334;Verzorgende-IG;;;101A729;School voor Horeca & Facilitaire dienstverlening;;Margrietstraat;125.0;;2353EE;WATERINGEN
619177887;619177887;05-08-2005;V;Mohammadi;;Michaell Antonio;2526;REGIO 28;;486;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25425;Begeleider specifieke doelgroepen;;;100A174;School voor Retail en Logistiek Delft;;Van Diesenstraat;123.0;;2526BP;ZOETERMEER
572848234;572848234;25-06-2004;V;Duijvenbode;;Anass;2516;REGIO 28;;1705;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25675;Aankomend onderofficier grondoptreden;;;100A184;School voor Zorg en Welzijn Leiden;;Etty Hillesumsingel;228.0;;2516HN;
612832580;612832580;31-10-2005;M;Yusuf;;Thomas Job;2541;REGIO 28;;503;'S-GRAVENHAGE;27GZ;27GZ;;VMBO bovenbouw;BOL;25247;Financieel administratieve beroepen;;;101A729;School voor Gezondheidszorg Den Haag;;'t Hert;624.0;;2541SV;DELFT
364520639;364520639;04-09-2006;V;Ajodhia;;Sweja Hélène;2526;REGIO 28;;1676;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25631;Sport en Bewegen;;;100A191;Beauty, Hair & Fashion;;Brueghelstraat;14.0;;2526LS;ZOETERMEER
394108614;394108614;26-03-2004;V;Deniz;;Jayvian David;;REGIO 26;;1681;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25355;Vavo-Mavo/Theoretische Leerweg Profiel Economie;;;100A184;VAVO Haaglanden;;Bevelandsestraat;393.0;;;'S-GRAVENHAGE
947897295;947897295;11-05-2005;M;Aloush;van;Winesh Winai Anand;2275;REGIO 28;;1687;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25582;Zelfstandig werkend kok;;;101A783;School voor Gezondheidszorg Den Haag;;Graaf Florisweg;12.0;;2275TP;'S-GRAVENHAGE
230621503;230621503;06-05-2002;M;Reitsma;;Ruben Seward Antonius;2524;REGIO 21;;501;LEIDEN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25167;Vavo Atheneum Nieuw Profiel Natuur en Gezondheid;;;100A174;Beauty, Hair & Fashion;;Papendallaan;141.0;;2524VR;'S-GRAVENHAGE
630360604;630360604;02-11-2006;M;Mulder;van;Jazlyn Katlyn Mayryn;3162;REGIO 28;;488;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25655;Mbo- Verpleegkunde;;;100A186;School voor Gezondheidszorg Den Haag;;Hoenderparklaan;102.0;;3162RG;MAASDIJK
821273977;821273977;14-05-2003;V;Blaauw;den;Merijn Edward;2642;REGIO 28;;1775;WESTLAND;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25570;Aankomend medewerker grondoptreden;;;100A192;School voor Economie en Juridische beroepen;;Van Alkemadelaan;18.0;;2642CC;WASSENAAR
380914094;380914094;07-07-2004;V;Xie;;Sofia Alekseevna;2525;REGIO 28;;505;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25223;Begeleider maatschappelijke zorg;;;100A179;School voor Technologie en Engineering;;Ravensbergseweg;147.0;;2525GT;DELFT
218339575;218339575;02-12-2004;V;Allen Alexander;El;Yousra;2553;REGIO 29;;571;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;5956;Retailmedewerker;;;100A179;VAVO Haaglanden;;Lange Campen;119.0;;2553ME;'S-GRAVENHAGE
237513955;237513955;11-09-2005;M;Hage;;Yüksel;2544;REGIO 28;;503;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25709;Doktersassistent;;;100A178;School voor Lifestyle, Sport en Bewegen;;Haagweg;72.0;;2544VL;WATERINGEN
389975302;389975302;30-09-2004;M;Slijkoord;Al;Mohammed Owais Salah-Huddien Ashrafi;2526;REGIO 28;;496;GOUDA;27GZ;27GZ;;Mbo3 opleidingen;BOL;25505;Verkoopspecialist;;;100A184;School voor Pedagogische en Sociale beroepen;;Westeinde;105.0;;2526TV;RIJSWIJK ZH
759994746;759994746;07-11-2003;V;Leijgraaff;;Kimberly Danielle;2283;REGIO 28;;1748;OUDER-AMSTEL;27GZ;27GZ;;Mbo4 opleidingen;BOL;25127;Zelfstandig medewerker travel & Hospitality;;;100A182;School voor Entreeopleidingen;;Gravinnendreef;49.0;;2283LG;PIJNACKER
135808313;135808313;07-12-2004;M;Pot;van der;Dylano;2331;REGIO 28;;502;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25290;Persoonlijk begeleider maatschappelijke zorg;;;100A176;School voor Maatschappelijke zorg en Verzorgende;;Wormerveerstraat;150.0;;2331GK;'S-GRAVENHAGE
450200443;450200443;10-04-2005;M;Vijverberg;;Babette;2729;REGIO 28;;564;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25328;Mbo- Verpleegkunde;;;100A178;School voor Entreeopleidingen;;Houtrustweg;23.0;;2729GX;'S-GRAVENHAGE
535075744;535075744;09-10-2002;M;Volkering;;Brent;2225;REGIO 28;;491;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25203;Software developer;;;100A174;School voor ICT;;Jan Luykenlaan;33.0;;2225XH;'S-GRAVENHAGE
101573599;101573599;30-03-2001;V;Akalai;van der;Pusat Talha;2693;REGIO 28;;1743;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25590;Office & Management Support Specialist;;;100A177;School voor Bouw en Infra;;van Wassenaarstraat;;;2693AW;WATERINGEN
577585578;577585578;27-10-2000;M;Silva Montero;;Shahed;3274;REGIO 28;;403;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25296;Vavo Havo Zonder Profiel;;;100A190;School voor Maatschappelijke zorg en Verzorgende;;Steijnlaan;55.0;;3274CB;NOORDWIJKERHOUT
577857138;577857138;28-02-2003;V;Helm;;Wouter Mathijs;2496;REGIO 28;;571;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25621;Assistant Business Services;;;101A729;School voor Zorg en Welzijn Leiden;;Frans Halsstraat;849.0;;2496PE;SCHIEDAM
183805851;183805851;28-07-2005;M;Tekin;;Nigel;2671;REGIO 26;;484;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25657;Sport- en bewegingsleider;;;100A178;School voor Zorg en Welzijn Westland;;Vrederustlaan;28.0;;2671BC;'S-GRAVENHAGE
